8.905184672396468,10.0277534201724,9.144462936398233,9.502859763572525
11.522248865402723,10.131029254331086,10.187702441061887,11.416088004101539
8.74085693801027,10.25431513367654,10.57957946520444,8.951168689743392
13.207399000752133,9.459788252333198,11.586239746569554,9.69827888953969
-0.07976892069907114,1.3994164535871152,0.0,0.0
0.4463082339778679,2.554162161658986,3.1737618531601295,6.72969777418016
-2.456353902660653,1.9516089605624685,7.932002223327306,0.5944659929740672
-4.130744299127633,-2.1806394586782547,3.444486879704817,-2.113228901881739
-5.687740819252867,-9.073260386320655,-5.679508858435955,-4.014373611573194
1.1361512828387075,0.0,-0.038858813116291,0.0
3.5280750143556996,3.5508115995186587,9.87604002284437,3.7343701914378165
1.3125418723102174,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.1,0.0,0.3940399,0.0
0.0,0.0,0.0,0.0
-0.028469356264814644,0.7030173557752113,-0.009685440765141318,2.3224074233557603
12.517899678724655,1.7710816427729779,-4.356268842011481,3.8087750857095966
-4.599529730814465,-3.3313788114204304,-6.94053426111206,-4.510778130064603
9.80844005615408,5.133542874630469,5.745189567200404,5.319839488368782
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-2.0,0.0,0.0,0.0
-2.0,-0.1,-1.9010000000000002,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-3.4086054681079982,-3.4278599643896666,-3.4277066800717266,-5.2239741344034325
8.608464174725395,2.896846192076972,2.5037386585999073,1.1431215523455778
-0.1,0.03673090000000001,1.1361512828387075,0.0
8.619191869125274,0.588305033683631,1.4945646721003896,-1.4790707756536716
0.0,0.0,0.0,0.0
-1.7211310793009291,-1.7383137616441333,-1.7383137616441333,-3.5721641693009296
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.1,-1.9010000000000002,0.0,0.0
0.0,0.0,0.0,0.0
-0.1,-1.9010000000000002,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.1,0.0,0.0,-2.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
